,abs_coef,indicator
original_glcm_JointEnergy_50%,0.13122455988990456,1
original_gldm_LargeDependenceLowGrayLevelEmphasis_5%,0.12901161000455455,1
original_glcm_Idn_50%,0.12886010450043184,1
original_glszm_LargeAreaEmphasis_std,0.1282900865998333,-1
original_glcm_Idm_max,0.12823461462034325,-1
original_glrlm_LongRunEmphasis_std,0.1280988283748693,-1
original_shape2D_Sphericity_95%,0.12791440648773117,1
original_glszm_SmallAreaHighGrayLevelEmphasis_5%,0.12731893797417648,-1
original_glrlm_ShortRunHighGrayLevelEmphasis_5%,0.12653222251636795,-1
original_glszm_SmallAreaEmphasis_min,0.12494790872050116,1
original_glrlm_ShortRunEmphasis_min,0.12494790872050116,1
original_glcm_SumEntropy_max,0.12145638863327328,1
original_gldm_DependenceNonUniformityNormalized_std,0.12101596538581584,-1
original_gldm_SmallDependenceLowGrayLevelEmphasis_min,0.12073194746455876,-1
original_gldm_LargeDependenceEmphasis_mean,0.12070676954286483,1
original_gldm_LargeDependenceLowGrayLevelEmphasis_mean,0.12007609733559578,1
original_gldm_GrayLevelNonUniformity_50%,0.11812613630547705,-1
original_glcm_SumAverage_min,0.11725138209957234,1
original_glcm_JointAverage_min,0.11725138209778559,1
original_shape2D_MeshSurface_50%,0.11710876857118341,-1
original_glrlm_RunPercentage_50%,0.11673118250204582,-1
original_glszm_GrayLevelNonUniformity_50%,0.11649249488478375,-1
diagnostics_Mask-original_VoxelNum_50%,0.11642839371294103,-1
original_shape2D_PixelSurface_50%,0.11642839371294103,-1
original_shape2D_MeshSurface_5%,0.11617932096214226,1
original_glszm_ZonePercentage_50%,0.11576759573945945,-1
original_shape2D_Elongation_max,0.11514688388967367,-1
original_firstorder_Median_mean,0.11503226126445627,1
original_glcm_Idn_95%,0.11414765012774546,-1
original_glrlm_RunPercentage_mean,0.11405334180515768,-1
original_glcm_Correlation_max,0.11372937857682881,-1
original_glcm_MaximumProbability_mean,0.1134542535124178,1
diagnostics_Mask-original_VoxelNum_5%,0.11286540921448368,1
original_shape2D_PixelSurface_5%,0.11286540921448368,1
original_glrlm_GrayLevelNonUniformity_50%,0.11222141321072279,-1
original_glszm_ZonePercentage_mean,0.11209186462795154,-1
original_firstorder_Variance_95%,0.11059792957819417,1
original_glrlm_ShortRunEmphasis_std,0.11033348753528648,-1
original_gldm_DependenceVariance_std,0.11026486170308372,-1
original_glcm_DifferenceAverage_5%,0.10996153645216857,-1
original_glrlm_LongRunLowGrayLevelEmphasis_std,0.10900459087675687,1
original_glszm_LargeAreaLowGrayLevelEmphasis_std,0.10889160927799348,1
original_glszm_SmallAreaEmphasis_std,0.10872119160192481,-1
original_firstorder_Maximum_95%,0.1082643952210009,1
original_glcm_JointEntropy_std,0.10822133395991407,1
original_shape2D_MeshSurface_min,0.10790927939530451,-1
original_gldm_DependenceNonUniformity_5%,0.10733587776384325,-1
original_shape2D_Perimeter_max,0.10707062025312392,1
original_firstorder_Mean_95%,0.10660191785921651,1
original_shape2D_Perimeter_mean,0.10647556016035485,1
original_ngtdm_Strength_mean,0.10536766640905078,-1
original_glcm_SumEntropy_std,0.10491350095397453,1
original_firstorder_RootMeanSquared_std,0.10265271986838254,1
original_gldm_DependenceNonUniformityNormalized_mean,0.10249547662386135,-1
original_glszm_SizeZoneNonUniformityNormalized_std,0.1009000499066622,1
original_glcm_JointEnergy_mean,0.10082820980692184,1
original_firstorder_RobustMeanAbsoluteDeviation_50%,0.10068647138984864,-1
original_glcm_Imc2_mean,0.10025325827091536,1
original_gldm_DependenceEntropy_5%,0.10008045910832082,1
original_firstorder_Uniformity_min,0.09914030226099778,-1
original_shape2D_Sphericity_50%,0.0981997877173117,1
original_glcm_SumSquares_95%,0.09796190867058217,-1
original_shape2D_MaximumDiameter_mean,0.09728648119413759,1
original_glszm_SmallAreaLowGrayLevelEmphasis_mean,0.09714475811275718,1
original_glrlm_LongRunEmphasis_50%,0.09494885279136744,1
original_glszm_LargeAreaEmphasis_50%,0.09437845876154952,1
original_glcm_DifferenceAverage_std,0.09325111607594357,-1
original_glszm_LargeAreaLowGrayLevelEmphasis_50%,0.0929239226066507,1
original_glrlm_LongRunLowGrayLevelEmphasis_50%,0.0927640489074247,1
original_firstorder_Minimum_5%,0.09242807363505424,-1
original_glszm_LargeAreaHighGrayLevelEmphasis_max,0.09231265994136427,-1
original_glrlm_LongRunHighGrayLevelEmphasis_max,0.09231265994136427,-1
original_glrlm_RunVariance_min,0.091902786912845,1
original_glszm_ZoneVariance_min,0.091902786912845,1
original_firstorder_Skewness_50%,0.09188009662505756,1
original_glcm_Correlation_min,0.09152262455518445,1
original_firstorder_RobustMeanAbsoluteDeviation_mean,0.0915034670851364,1
original_glszm_LargeAreaLowGrayLevelEmphasis_5%,0.09122311011008281,1
original_glrlm_LongRunLowGrayLevelEmphasis_5%,0.09089200077914504,1
original_gldm_SmallDependenceEmphasis_mean,0.09050550283930553,-1
original_glrlm_ShortRunLowGrayLevelEmphasis_mean,0.0904996695899059,1
original_glrlm_ShortRunLowGrayLevelEmphasis_max,0.0903498902718363,-1
original_glrlm_LongRunHighGrayLevelEmphasis_min,0.0901147880583996,1
original_gldm_LargeDependenceHighGrayLevelEmphasis_50%,0.08948996445593366,-1
original_glcm_Idm_std,0.08947679685510962,1
original_glcm_MCC_5%,0.08908867627690452,-1
original_glcm_InverseVariance_std,0.08886377987973991,-1
original_glszm_SmallAreaLowGrayLevelEmphasis_min,0.08837760269774805,-1
original_glrlm_ShortRunLowGrayLevelEmphasis_min,0.08837760269774805,-1
original_glcm_MaximumProbability_max,0.08805598951753522,-1
original_glcm_Imc2_95%,0.08805548235760687,1
original_glrlm_RunLengthNonUniformityNormalized_std,0.08769024540170896,1
original_firstorder_Mean_mean,0.08747880439107975,1
original_glcm_Imc2_min,0.08680346168675797,-1
diagnostics_Image-original_Minimum_max,0.08547641074503143,1
diagnostics_Image-original_Minimum_50%,0.08547641074503143,1
diagnostics_Image-original_Minimum_min,0.08547641074503143,1
diagnostics_Image-original_Minimum_95%,0.08547641074503143,1
diagnostics_Image-original_Minimum_5%,0.08547641074503143,1
diagnostics_Image-original_Minimum_mean,0.08547641074503143,1
original_gldm_SmallDependenceEmphasis_max,0.08530873169822245,1
original_glrlm_HighGrayLevelRunEmphasis_mean,0.08481023853141575,1
original_firstorder_InterquartileRange_mean,0.08415567563351709,1
original_firstorder_Uniformity_mean,0.0838989163669493,1
original_glszm_HighGrayLevelZoneEmphasis_mean,0.08340824607259108,1
original_glrlm_GrayLevelVariance_max,0.08244348134548461,-1
original_glszm_GrayLevelVariance_max,0.08244348134548461,-1
original_firstorder_RootMeanSquared_5%,0.08222132315511536,1
original_gldm_DependenceNonUniformity_std,0.08152872633378824,1
original_firstorder_10Percentile_max,0.08147119228477955,-1
original_glcm_DifferenceVariance_50%,0.08076321118979206,-1
original_glcm_Idn_min,0.07968381332661441,-1
original_gldm_SmallDependenceLowGrayLevelEmphasis_std,0.07937250677840803,-1
original_firstorder_Variance_5%,0.07932036765414918,1
original_firstorder_Uniformity_95%,0.07925496142269549,-1
original_glrlm_RunLengthNonUniformity_min,0.07779241157888366,1
original_glszm_SizeZoneNonUniformity_min,0.07779241157888366,1
original_firstorder_Minimum_mean,0.07709556470134582,1
original_glcm_InverseVariance_50%,0.07652621672397397,-1
original_firstorder_Maximum_max,0.07637855689845555,-1
original_firstorder_Range_mean,0.07581376469817973,1
original_glcm_DifferenceEntropy_max,0.07296928211404487,1
original_glcm_Correlation_5%,0.07185869039719046,-1
original_glcm_Idmn_mean,0.07144036064863793,1
original_gldm_SmallDependenceHighGrayLevelEmphasis_mean,0.07088475148709639,1
original_ngtdm_Contrast_max,0.07082751579926783,-1
original_firstorder_RootMeanSquared_max,0.07066150356062506,1
original_shape2D_PixelSurface_min,0.06997648541477357,-1
diagnostics_Mask-original_VoxelNum_min,0.06997648541477357,-1
original_firstorder_RootMeanSquared_mean,0.069899743762605,1
original_glcm_Autocorrelation_mean,0.06971137600459056,-1
original_firstorder_Variance_mean,0.06696645552237658,1
original_glcm_DifferenceVariance_5%,0.06671659124933403,-1
original_firstorder_Minimum_min,0.06372245891250161,1
original_gldm_LowGrayLevelEmphasis_mean,0.06131957636654344,1
original_firstorder_Uniformity_std,0.06006667431524718,1
original_glcm_Id_std,0.05907558566346732,1
original_glszm_SmallAreaLowGrayLevelEmphasis_95%,0.058901017711783646,1
original_ngtdm_Strength_max,0.05887834662384248,1
original_glrlm_GrayLevelNonUniformityNormalized_std,0.05703766758481695,-1
original_gldm_DependenceNonUniformityNormalized_95%,0.05691710547721064,-1
original_glrlm_RunLengthNonUniformityNormalized_mean,0.05671883253188688,-1
original_gldm_GrayLevelVariance_5%,0.056504203816606015,1
original_glszm_GrayLevelNonUniformityNormalized_std,0.055850170739555074,-1
original_glrlm_ShortRunLowGrayLevelEmphasis_95%,0.055678911629372815,1
original_ngtdm_Coarseness_min,0.05530669975044062,1
original_glcm_Id_95%,0.05362832932822868,1
original_glszm_SizeZoneNonUniformityNormalized_mean,0.05346212026070719,-1
original_glszm_SmallAreaEmphasis_max,0.05281392018452176,1
original_glrlm_ShortRunEmphasis_max,0.05281392018452176,1
original_firstorder_Mean_max,0.052315544289565655,1
original_shape2D_PerimeterSurfaceRatio_max,0.05217336354173322,-1
original_firstorder_Mean_5%,0.0511111621245942,1
original_ngtdm_Contrast_mean,0.05110895384318697,-1
original_firstorder_Uniformity_50%,0.05101209028872562,1
original_glcm_DifferenceVariance_mean,0.0505925535613318,-1
original_glcm_ClusterTendency_mean,0.05019253811903629,1
original_firstorder_Mean_std,0.04917811462548768,1
original_gldm_GrayLevelVariance_min,0.048762703283452204,-1
original_gldm_DependenceEntropy_std,0.048174541320570426,1
original_firstorder_MeanAbsoluteDeviation_mean,0.0479397748218217,1
original_glszm_LargeAreaHighGrayLevelEmphasis_min,0.047751816574597296,1
original_glcm_DifferenceAverage_50%,0.04762648065745752,-1
original_gldm_GrayLevelVariance_mean,0.04660138048049733,1
original_firstorder_90Percentile_95%,0.04348643436935419,-1
original_glcm_SumSquares_mean,0.043052883603968056,1
original_glcm_Id_mean,0.04274466293008713,1
original_glszm_LowGrayLevelZoneEmphasis_std,0.042522173009252394,1
original_glszm_LargeAreaLowGrayLevelEmphasis_mean,0.04241090495694803,-1
original_glrlm_LongRunLowGrayLevelEmphasis_mean,0.042308118588307984,-1
original_firstorder_Kurtosis_5%,0.04202616941356301,-1
original_glszm_LargeAreaEmphasis_max,0.04169331264614629,1
original_glrlm_LongRunEmphasis_max,0.04169331264614629,1
original_firstorder_Kurtosis_50%,0.041263099327660605,-1
original_firstorder_Range_50%,0.041113049771811225,1
original_glrlm_LowGrayLevelRunEmphasis_std,0.04002901683825986,1
original_shape2D_Sphericity_mean,0.03931743547917276,-1
original_glrlm_GrayLevelVariance_95%,0.038702583948849234,1
original_glszm_GrayLevelVariance_95%,0.0381833060011549,1
original_glrlm_GrayLevelVariance_5%,0.03787240579996,1
original_glcm_Contrast_50%,0.03732306956551051,1
original_ngtdm_Complexity_95%,0.036295478830917466,-1
original_gldm_DependenceNonUniformityNormalized_50%,0.03625855995294388,1
original_glcm_JointEntropy_mean,0.03529113552325541,-1
original_gldm_HighGrayLevelEmphasis_mean,0.03511152611494107,-1
original_firstorder_Variance_min,0.034315986640215866,1
original_glszm_SmallAreaEmphasis_95%,0.03415102939643556,1
original_firstorder_Entropy_mean,0.0341257907483572,1
original_shape2D_Sphericity_std,0.03405610100236264,1
original_firstorder_10Percentile_mean,0.0330345039511499,1
original_glcm_DifferenceEntropy_mean,0.03296323374002116,-1
original_glcm_MaximumProbability_50%,0.03281317287136836,1
original_glcm_JointAverage_mean,0.031352456789922156,-1
original_glcm_SumAverage_mean,0.03135245678986481,-1
original_firstorder_Variance_max,0.03061658364030334,-1
original_glrlm_ShortRunEmphasis_95%,0.029460826670117908,1
original_glcm_DifferenceAverage_min,0.02924060021650775,-1
original_glrlm_LongRunLowGrayLevelEmphasis_95%,0.028894298196915608,1
original_glszm_LargeAreaLowGrayLevelEmphasis_95%,0.02887931696605397,1
original_glcm_InverseVariance_95%,0.028848173160589474,-1
original_firstorder_Median_max,0.02810193118435097,1
original_glszm_GrayLevelVariance_5%,0.027431165714085284,1
original_firstorder_Entropy_50%,0.026292148016647355,-1
original_glszm_ZoneEntropy_50%,0.026178850058926544,1
original_glrlm_RunEntropy_50%,0.026178850058926544,1
original_ngtdm_Busyness_min,0.025358829860135865,-1
original_gldm_SmallDependenceEmphasis_95%,0.024685642297114868,-1
original_glszm_SmallAreaHighGrayLevelEmphasis_max,0.02431108305982332,-1
original_glrlm_ShortRunHighGrayLevelEmphasis_max,0.02431108305982332,-1
original_firstorder_RootMeanSquared_95%,0.0241850926618289,1
original_glcm_SumEntropy_95%,0.023297888347667797,1
original_glszm_LowGrayLevelZoneEmphasis_50%,0.02254569139482715,1
original_glcm_Id_50%,0.022367041568986713,1
original_glrlm_LowGrayLevelRunEmphasis_50%,0.021969697953046197,1
original_glrlm_RunEntropy_mean,0.021189148173041454,-1
original_glszm_LargeAreaEmphasis_mean,0.020964627250541636,-1
original_glcm_Idn_5%,0.020873098717832845,-1
original_glcm_ClusterShade_5%,0.020695726359535736,1
original_glcm_Autocorrelation_50%,0.02069210091338062,1
original_glrlm_LongRunEmphasis_mean,0.02064915189721139,-1
original_firstorder_MeanAbsoluteDeviation_50%,0.020319619830235766,1
original_glrlm_HighGrayLevelRunEmphasis_max,0.020047593253855675,-1
original_glszm_HighGrayLevelZoneEmphasis_max,0.020047593253855675,-1
original_glcm_MaximumProbability_std,0.019428444814785464,-1
original_glszm_ZoneEntropy_mean,0.019252486586615287,-1
original_glszm_SmallAreaLowGrayLevelEmphasis_max,0.019106899703195436,-1
original_glszm_SmallAreaEmphasis_mean,0.018900716369787164,1
original_glcm_ClusterShade_min,0.018641088278895542,1
original_glcm_SumSquares_5%,0.018222678002881805,1
original_glrlm_ShortRunEmphasis_mean,0.017451321813200152,1
original_glcm_Idm_mean,0.01734168554927578,1
original_firstorder_Median_std,0.016669742975802447,-1
original_gldm_LargeDependenceLowGrayLevelEmphasis_50%,0.016112012399516647,-1
original_glszm_ZoneVariance_std,0.015834169210876232,1
original_glrlm_RunVariance_std,0.015834169210876232,1
original_glcm_DifferenceEntropy_5%,0.015565133507799886,1
original_glcm_DifferenceEntropy_95%,0.015482706165708005,1
original_glcm_Idm_50%,0.01528565313839404,1
original_glcm_JointAverage_5%,0.014974534312392023,1
original_glcm_SumAverage_5%,0.014974534312388798,1
original_glcm_MCC_max,0.01497074112219633,1
original_glszm_SmallAreaHighGrayLevelEmphasis_min,0.014885528527165737,-1
original_glrlm_ShortRunHighGrayLevelEmphasis_min,0.014885528527165737,-1
original_glcm_JointAverage_50%,0.01432132975083543,-1
original_glcm_SumAverage_50%,0.01432132975041531,-1
original_gldm_GrayLevelNonUniformity_std,0.01244051950549862,-1
original_gldm_HighGrayLevelEmphasis_50%,0.01225322219991924,-1
original_glcm_MCC_mean,0.011823030020119486,1
original_glszm_HighGrayLevelZoneEmphasis_50%,0.009948466528170727,0
original_glszm_LowGrayLevelZoneEmphasis_mean,0.00970125837347218,0
original_glcm_Idmn_95%,0.009144955286412935,0
original_glcm_Contrast_mean,0.0090451673940919,0
original_glcm_Idmn_min,0.008889211572498357,0
original_glrlm_ShortRunHighGrayLevelEmphasis_95%,0.008466375378812103,0
original_glcm_SumEntropy_mean,0.008450255072997806,0
original_glrlm_HighGrayLevelRunEmphasis_50%,0.008440247093908318,0
original_glrlm_LowGrayLevelRunEmphasis_mean,0.008182196567107227,0
original_glszm_SmallAreaHighGrayLevelEmphasis_95%,0.008100240510422461,0
original_glrlm_RunLengthNonUniformityNormalized_95%,0.007930419160051392,0
original_glcm_ClusterShade_mean,0.0075528688406085835,0
original_firstorder_InterquartileRange_50%,0.007536373445170792,0
original_glrlm_GrayLevelVariance_min,0.007207807500489309,0
original_glszm_GrayLevelVariance_min,0.007207807500489309,0
original_gldm_DependenceEntropy_mean,0.006274382830426163,0
original_glrlm_RunLengthNonUniformity_5%,0.00604602767560522,0
original_glszm_SizeZoneNonUniformity_5%,0.00601282937306039,0
original_firstorder_Skewness_mean,0.005184317993847578,0
original_glcm_ClusterShade_max,0.004575616477610154,0
original_firstorder_MeanAbsoluteDeviation_max,0.004574005089001212,0
original_glszm_GrayLevelNonUniformityNormalized_mean,0.004152886212424334,0
original_glrlm_RunVariance_max,0.004122948288981866,0
original_glszm_ZoneVariance_max,0.004122948288981866,0
original_glszm_SizeZoneNonUniformityNormalized_95%,0.00407906016736637,0
original_glcm_MCC_50%,0.0036105072895368743,0
original_glszm_SizeZoneNonUniformityNormalized_5%,0.003572858740710117,0
original_glrlm_RunLengthNonUniformityNormalized_5%,0.0032562022338269887,0
original_glrlm_GrayLevelNonUniformityNormalized_mean,0.003086467572569602,0
original_gldm_LowGrayLevelEmphasis_50%,0.0017057717342358026,0
original_glcm_Idm_95%,0.0009950512092036128,0
original_gldm_SmallDependenceLowGrayLevelEmphasis_95%,0.0007320626394297865,0
original_glrlm_GrayLevelVariance_mean,0.0006766024551438843,0
original_gldm_GrayLevelNonUniformity_95%,0.0006590436470856491,0
original_glcm_DifferenceAverage_mean,0.00044250946360736555,0
original_glszm_GrayLevelVariance_mean,0.0003275476131572521,0
original_ngtdm_Coarseness_50%,7.456168406352693e-05,0
diagnostics_Mask-original_VolumeNum_50%,0.0,0
diagnostics_Mask-original_VolumeNum_5%,0.0,0
diagnostics_Mask-original_VolumeNum_min,0.0,0
diagnostics_Image-original_Maximum_std,0.0,0
diagnostics_Image-original_Minimum_std,0.0,0
diagnostics_Mask-original_VolumeNum_95%,0.0,0
