,abs_coef,indicator
original_glszm_LowGrayLevelZoneEmphasis_5%,0.12961883996701062,-1
original_glcm_ClusterProminence_50%,0.12961611033057144,1
original_glrlm_RunEntropy_50%,0.12736160375869998,1
original_glszm_ZoneEntropy_50%,0.12736160375869998,1
original_glcm_JointEntropy_95%,0.12642729156364485,1
original_glrlm_RunLengthNonUniformityNormalized_50%,0.12633480994403035,-1
original_glcm_ClusterShade_50%,0.12593606640086266,1
original_firstorder_RootMeanSquared_95%,0.12584021443647314,-1
original_glcm_DifferenceAverage_5%,0.12516817072804964,-1
original_gldm_SmallDependenceLowGrayLevelEmphasis_max,0.12503199193055095,-1
original_glrlm_ShortRunEmphasis_50%,0.12492243778068747,-1
original_glszm_SizeZoneNonUniformityNormalized_50%,0.12448382585956018,-1
original_glszm_SmallAreaEmphasis_50%,0.12424158808128664,-1
original_shape2D_Elongation_std,0.1239800924231666,-1
diagnostics_Image-original_Maximum_max,0.12308360975785415,1
diagnostics_Image-original_Maximum_95%,0.12308360975785415,1
diagnostics_Image-original_Maximum_50%,0.12308360975785415,1
diagnostics_Image-original_Maximum_mean,0.12308360975785415,1
diagnostics_Image-original_Maximum_min,0.12308360975785415,1
diagnostics_Image-original_Maximum_5%,0.12308360975785415,1
original_firstorder_Entropy_min,0.12282126904811712,1
diagnostics_Image-original_Minimum_min,0.12242042802847447,1
diagnostics_Image-original_Minimum_5%,0.12242042802847447,1
diagnostics_Image-original_Minimum_max,0.12242042802847447,1
diagnostics_Image-original_Minimum_50%,0.12242042802847447,1
diagnostics_Image-original_Minimum_95%,0.12242042802847447,1
diagnostics_Image-original_Minimum_mean,0.12242042802847447,1
original_glcm_Correlation_95%,0.12169751352306535,1
original_gldm_LargeDependenceLowGrayLevelEmphasis_mean,0.1214202261540766,1
original_shape2D_MinorAxisLength_5%,0.1211286816346834,-1
original_glrlm_RunLengthNonUniformity_5%,0.12103507176976624,-1
original_glszm_SizeZoneNonUniformity_5%,0.12099476800944828,-1
original_glszm_SmallAreaEmphasis_min,0.12054836171378862,1
original_glrlm_ShortRunEmphasis_min,0.12054836171378862,1
original_firstorder_Skewness_std,0.1203250333718043,-1
original_ngtdm_Strength_mean,0.11908382650668195,-1
original_glrlm_LongRunEmphasis_50%,0.11827087992843956,1
original_firstorder_TotalEnergy_95%,0.1179887496634978,1
original_firstorder_Energy_95%,0.1179887496634978,1
original_glszm_LargeAreaEmphasis_50%,0.117788490272416,1
original_glrlm_RunVariance_max,0.11773600732074466,1
original_glszm_ZoneVariance_max,0.11773600732074466,1
original_glszm_LargeAreaLowGrayLevelEmphasis_50%,0.11770407180686615,1
original_glrlm_LongRunLowGrayLevelEmphasis_50%,0.11750222791455975,1
original_glcm_JointEntropy_std,0.11730925953479875,1
original_glcm_SumAverage_50%,0.11660164550319915,1
original_glcm_JointAverage_50%,0.11660164550280785,1
original_gldm_GrayLevelNonUniformity_mean,0.1155956657920362,1
original_gldm_DependenceNonUniformity_95%,0.11495252409416015,-1
original_firstorder_RootMeanSquared_std,0.11466176225800467,1
original_glcm_JointEnergy_std,0.11282636776943515,-1
original_shape2D_PerimeterSurfaceRatio_std,0.11192777975289417,1
original_glcm_DifferenceVariance_5%,0.11170783653813876,1
original_shape2D_MeshSurface_50%,0.1112872780719054,-1
original_glcm_Correlation_mean,0.1110320643664492,-1
original_glszm_SmallAreaLowGrayLevelEmphasis_mean,0.11059461869749848,1
original_shape2D_PixelSurface_50%,0.1103757259305985,-1
diagnostics_Mask-original_VoxelNum_50%,0.1103757259305985,-1
original_glcm_Idm_5%,0.1093450990721529,1
original_glrlm_LongRunHighGrayLevelEmphasis_min,0.10722324296468363,-1
original_glcm_SumEntropy_50%,0.10713469843378008,-1
original_glszm_ZonePercentage_min,0.10606846648364864,1
original_glrlm_RunPercentage_min,0.10606846648364864,1
original_glcm_JointEnergy_5%,0.10599745092548066,-1
original_glcm_Id_mean,0.10596532356054064,1
original_gldm_LowGrayLevelEmphasis_5%,0.10474741423882472,-1
original_firstorder_Minimum_std,0.10430698448965883,1
original_ngtdm_Complexity_max,0.10305801040533892,-1
original_shape2D_Sphericity_std,0.10302948090563116,1
original_glrlm_ShortRunLowGrayLevelEmphasis_mean,0.1029957313282826,1
original_glszm_LargeAreaLowGrayLevelEmphasis_mean,0.1029098071753902,-1
original_glrlm_LongRunLowGrayLevelEmphasis_mean,0.10276376737299353,-1
original_shape2D_Perimeter_mean,0.10243361298836284,1
original_gldm_GrayLevelNonUniformity_95%,0.10077828923050014,-1
original_glcm_Contrast_50%,0.0998038449822368,1
original_glcm_SumEntropy_std,0.09953822183127832,1
original_glszm_LargeAreaEmphasis_std,0.09893878351029324,-1
original_glrlm_LongRunEmphasis_std,0.0987258839823108,-1
original_glszm_LargeAreaLowGrayLevelEmphasis_5%,0.09844046392053572,1
original_glrlm_LongRunLowGrayLevelEmphasis_5%,0.09812419800557816,1
original_glcm_InverseVariance_std,0.09786350161022284,-1
original_firstorder_Uniformity_mean,0.09671758337092104,1
original_glcm_Imc1_max,0.09669477463654716,1
original_gldm_DependenceNonUniformityNormalized_mean,0.09600299982824566,-1
original_glcm_ClusterShade_min,0.09459381529152464,-1
original_firstorder_Variance_max,0.094441178975616,-1
original_gldm_DependenceVariance_5%,0.0941194499688218,-1
original_glcm_InverseVariance_50%,0.09390647786581052,-1
original_gldm_SmallDependenceEmphasis_max,0.09334770755991842,1
original_firstorder_Median_max,0.09242143720722612,1
original_firstorder_Kurtosis_95%,0.09241188052992348,-1
original_glcm_MCC_min,0.09219258151916147,1
original_firstorder_Variance_min,0.09203994997842832,1
original_glcm_Idmn_min,0.09201117559987393,1
original_glszm_GrayLevelNonUniformity_50%,0.09173476257879584,-1
original_glrlm_HighGrayLevelRunEmphasis_mean,0.09096444129380547,1
original_firstorder_InterquartileRange_mean,0.09056154560031572,1
original_gldm_LargeDependenceLowGrayLevelEmphasis_min,0.0902810619592831,-1
original_glszm_SmallAreaEmphasis_max,0.09024479772509894,1
original_glrlm_ShortRunEmphasis_max,0.09024479772509894,1
original_glcm_MaximumProbability_95%,0.09008889398968516,-1
original_firstorder_Median_mean,0.08982317786993753,1
original_glszm_HighGrayLevelZoneEmphasis_mean,0.08960261083410233,1
original_gldm_LargeDependenceLowGrayLevelEmphasis_50%,0.08854112768084123,-1
original_glrlm_GrayLevelNonUniformity_50%,0.08759366339727905,-1
original_firstorder_RobustMeanAbsoluteDeviation_mean,0.0873965078063806,1
original_firstorder_Minimum_mean,0.08547166710007632,1
original_glcm_Autocorrelation_mean,0.08479572362981762,-1
original_firstorder_Maximum_max,0.08271015818676583,-1
original_glszm_LargeAreaEmphasis_mean,0.08258429296411274,-1
original_glrlm_LongRunEmphasis_mean,0.08221474113054955,-1
original_firstorder_Uniformity_std,0.08205137853174457,1
original_firstorder_Range_95%,0.08186053933155289,1
original_firstorder_Minimum_50%,0.08093683376671552,1
original_firstorder_RootMeanSquared_5%,0.08029029904441885,1
original_glcm_Idm_mean,0.07975526267668502,1
original_firstorder_Uniformity_95%,0.07962395254365655,-1
original_firstorder_Mean_mean,0.07811823376157435,1
original_firstorder_Mean_95%,0.07748581500915411,-1
original_glcm_SumSquares_95%,0.07678201065830763,-1
original_glcm_ClusterShade_mean,0.07589204012875594,1
original_gldm_DependenceNonUniformity_5%,0.07468767108608575,-1
original_glrlm_GrayLevelVariance_95%,0.0745705876536846,1
original_ngtdm_Contrast_max,0.07390616993467616,1
original_glszm_GrayLevelVariance_95%,0.07387257742544,1
original_glcm_JointAverage_5%,0.0736382286397927,1
original_glcm_SumAverage_5%,0.07363822863979036,1
original_glszm_ZoneVariance_min,0.07352475053333825,1
original_glrlm_RunVariance_min,0.07352475053333825,1
original_glszm_SizeZoneNonUniformityNormalized_95%,0.07238123266383849,1
original_glcm_MaximumProbability_max,0.07228462460148814,1
original_gldm_LargeDependenceEmphasis_50%,0.07105001889505752,1
original_firstorder_Variance_mean,0.0710061019482652,1
original_glrlm_RunLengthNonUniformityNormalized_95%,0.06924873543052461,1
original_firstorder_Mean_std,0.06918479164838831,1
original_gldm_DependenceNonUniformityNormalized_50%,0.0691819981638689,1
original_gldm_LowGrayLevelEmphasis_mean,0.06911865464882659,1
original_firstorder_Minimum_5%,0.06854343458578313,-1
original_firstorder_Maximum_95%,0.06808512049032632,-1
original_glszm_LargeAreaLowGrayLevelEmphasis_95%,0.0676320561922342,-1
original_glrlm_LongRunLowGrayLevelEmphasis_95%,0.06761355149868947,-1
original_gldm_HighGrayLevelEmphasis_50%,0.06760475948677011,-1
original_shape2D_MajorAxisLength_mean,0.06679536209996857,1
original_shape2D_Elongation_50%,0.06649727882943222,1
original_glcm_MCC_50%,0.06623740953325986,1
original_glcm_DifferenceVariance_mean,0.06543920341767076,-1
original_glszm_GrayLevelVariance_min,0.06454224771294684,-1
original_glrlm_GrayLevelVariance_min,0.06454224771294684,-1
original_firstorder_Mean_max,0.06378510713908196,1
original_shape2D_MeshSurface_min,0.0626756539737347,-1
original_glcm_DifferenceEntropy_95%,0.06256137269231103,-1
original_gldm_LargeDependenceHighGrayLevelEmphasis_50%,0.06234674998864816,-1
original_glrlm_RunLengthNonUniformityNormalized_mean,0.062290759670254416,-1
original_glszm_SmallAreaHighGrayLevelEmphasis_max,0.061994270664575274,1
original_glrlm_ShortRunHighGrayLevelEmphasis_max,0.061994270664575274,1
original_firstorder_RootMeanSquared_mean,0.06157030602882869,1
original_glszm_SmallAreaEmphasis_95%,0.06127366204139573,1
original_glrlm_RunPercentage_50%,0.06120485082892393,-1
original_glszm_ZonePercentage_50%,0.06025428764459331,-1
original_glcm_ClusterProminence_max,0.06014140006274079,-1
original_glszm_SizeZoneNonUniformityNormalized_mean,0.05912286580016544,-1
original_firstorder_Kurtosis_50%,0.05852755445654845,1
original_glcm_JointEntropy_mean,0.05769747547113841,-1
original_glcm_Idmn_mean,0.0576226113702081,1
original_glrlm_ShortRunEmphasis_95%,0.057458098746424914,1
original_firstorder_Range_mean,0.05646778044554756,1
original_firstorder_RootMeanSquared_min,0.056213384510069936,1
original_glrlm_RunLengthNonUniformityNormalized_5%,0.05614972913080827,-1
original_firstorder_MeanAbsoluteDeviation_mean,0.05612934302184955,1
original_glszm_SizeZoneNonUniformityNormalized_5%,0.05583597550340382,-1
original_shape2D_PerimeterSurfaceRatio_max,0.055513035871321545,-1
original_glcm_ClusterTendency_mean,0.055456101146474805,1
original_gldm_LargeDependenceHighGrayLevelEmphasis_95%,0.0548330607516193,-1
original_gldm_HighGrayLevelEmphasis_mean,0.05425587487154696,-1
original_gldm_SmallDependenceHighGrayLevelEmphasis_mean,0.05420260954246636,1
original_shape2D_MaximumDiameter_mean,0.05260424910783945,1
original_firstorder_MeanAbsoluteDeviation_50%,0.05057547753673716,1
original_gldm_DependenceNonUniformity_50%,0.0503178306573942,-1
original_firstorder_Variance_95%,0.050068700534053684,1
original_glcm_Idm_max,0.04956837359686704,1
original_gldm_GrayLevelVariance_mean,0.04846834502893325,1
original_firstorder_Entropy_max,0.047749753746367134,-1
original_ngtdm_Coarseness_5%,0.0472545905657816,-1
original_gldm_GrayLevelVariance_95%,0.0464604815804515,-1
original_gldm_SmallDependenceEmphasis_min,0.04592226016511115,1
original_glcm_DifferenceEntropy_mean,0.045905113410503386,-1
original_glcm_DifferenceAverage_mean,0.04563054520987304,-1
original_firstorder_Uniformity_50%,0.04446009022931747,1
original_glszm_SizeZoneNonUniformity_50%,0.04440204524930104,-1
original_shape2D_Sphericity_50%,0.044238889978541696,1
original_gldm_LargeDependenceEmphasis_max,0.04400928712101304,-1
original_glcm_SumSquares_mean,0.043113169235056766,1
original_glrlm_RunLengthNonUniformity_50%,0.04286809300203066,-1
original_glcm_MaximumProbability_std,0.0424492900064701,1
original_glszm_SmallAreaHighGrayLevelEmphasis_min,0.04206490915342866,-1
original_glrlm_ShortRunHighGrayLevelEmphasis_min,0.04206490915342866,-1
original_glszm_SizeZoneNonUniformity_min,0.04184652149779197,1
original_glrlm_RunLengthNonUniformity_min,0.04184652149779197,1
original_firstorder_Median_std,0.04117248852613612,1
original_gldm_SmallDependenceLowGrayLevelEmphasis_95%,0.040139547090604286,1
original_glrlm_LongRunLowGrayLevelEmphasis_std,0.04008745982360196,1
original_glszm_LargeAreaLowGrayLevelEmphasis_std,0.03993433245891728,1
original_gldm_SmallDependenceEmphasis_95%,0.03982641625183898,-1
original_glcm_ClusterTendency_95%,0.039678831858621116,-1
original_glszm_LowGrayLevelZoneEmphasis_std,0.0393652063456256,1
original_firstorder_Entropy_mean,0.039311908968414716,1
original_firstorder_RootMeanSquared_max,0.03914944271800156,1
original_glrlm_GrayLevelNonUniformityNormalized_std,0.03827078941352936,-1
original_glrlm_ShortRunEmphasis_mean,0.03787999464988594,-1
original_glszm_SmallAreaEmphasis_mean,0.036428269095094216,-1
original_glszm_GrayLevelNonUniformityNormalized_std,0.0363256320938424,-1
original_glrlm_LowGrayLevelRunEmphasis_std,0.03618540765662973,1
original_glcm_SumEntropy_max,0.03472747126835747,1
original_glcm_DifferenceAverage_50%,0.033365209771873724,-1
original_glrlm_ShortRunEmphasis_std,0.03192016851120357,-1
original_glszm_SmallAreaEmphasis_std,0.030385063055439414,-1
original_glcm_Correlation_std,0.029523554715485293,1
original_glcm_JointAverage_mean,0.02942651741923955,-1
original_glcm_SumAverage_mean,0.02942651741918648,-1
original_firstorder_Entropy_95%,0.029214505337520805,1
original_ngtdm_Contrast_mean,0.028971210710595063,1
original_shape2D_MeshSurface_5%,0.028488648970495845,1
original_glcm_Idm_50%,0.02841935494621212,-1
original_glcm_SumSquares_5%,0.027942943073409016,1
original_firstorder_10Percentile_max,0.02780947933345571,-1
original_gldm_GrayLevelNonUniformity_50%,0.027018492534132323,-1
original_glrlm_RunEntropy_mean,0.026111362791327117,-1
original_shape2D_PixelSurface_min,0.025441062345609663,-1
diagnostics_Mask-original_VoxelNum_min,0.025441062345609663,-1
original_glrlm_ShortRunHighGrayLevelEmphasis_95%,0.024682545449486323,1
original_glszm_ZoneEntropy_mean,0.02460549485813351,-1
original_gldm_GrayLevelVariance_min,0.024374082718683958,1
original_glszm_SmallAreaHighGrayLevelEmphasis_95%,0.024317376638431986,1
original_shape2D_PixelSurface_5%,0.024133382300812484,1
diagnostics_Mask-original_VoxelNum_5%,0.024133382300812484,1
original_gldm_SmallDependenceHighGrayLevelEmphasis_max,0.0240192079380395,-1
original_gldm_SmallDependenceLowGrayLevelEmphasis_min,0.023965486601855056,-1
original_gldm_DependenceNonUniformityNormalized_5%,0.02339877072084912,1
original_gldm_DependenceEntropy_std,0.023127681094444973,1
original_firstorder_10Percentile_mean,0.02283665700888758,1
original_glcm_SumEntropy_95%,0.02208629360132769,-1
original_firstorder_RobustMeanAbsoluteDeviation_50%,0.021832504839007186,-1
original_glcm_Idn_min,0.020855704061642524,1
original_glcm_ClusterShade_max,0.020553106964035787,-1
original_glszm_LargeAreaHighGrayLevelEmphasis_max,0.0201855246430872,-1
original_glrlm_LongRunHighGrayLevelEmphasis_max,0.0201855246430872,-1
original_gldm_GrayLevelNonUniformity_std,0.018477518735128536,-1
original_shape2D_Sphericity_mean,0.01830343174522485,1
original_glcm_Idn_5%,0.018270371637258302,1
original_glcm_DifferenceAverage_std,0.017638220846813647,1
original_ngtdm_Busyness_min,0.017164488409498982,-1
original_glszm_LowGrayLevelZoneEmphasis_mean,0.01709891225504219,1
original_glrlm_GrayLevelVariance_mean,0.016622739093759702,1
original_glszm_GrayLevelVariance_mean,0.01563373630256283,1
original_glrlm_LowGrayLevelRunEmphasis_mean,0.015345884486660287,1
original_glcm_Contrast_mean,0.01501365844027668,-1
original_gldm_DependenceEntropy_mean,0.01343283172343788,-1
original_shape2D_Sphericity_95%,0.01280010268827142,1
original_glcm_MaximumProbability_50%,0.011890301560861162,-1
original_glcm_SumEntropy_mean,0.011871246276972556,1
original_glcm_MCC_5%,0.011158006682803614,1
original_firstorder_Skewness_mean,0.010902868077216,-1
original_glcm_Id_max,0.009967454614082513,0
original_ngtdm_Contrast_std,0.008562398094272514,0
original_glszm_GrayLevelNonUniformityNormalized_mean,0.007326444512890769,0
original_glcm_MCC_max,0.006826296129862605,0
original_glcm_Autocorrelation_50%,0.006681460856742271,0
original_firstorder_Mean_5%,0.0066539385760181645,0
original_glrlm_LowGrayLevelRunEmphasis_50%,0.0061514284071274685,0
original_glrlm_GrayLevelNonUniformityNormalized_mean,0.005985882871489065,0
original_glszm_LowGrayLevelZoneEmphasis_50%,0.005392259935225568,0
original_glcm_Id_50%,0.004905656517591642,0
original_ngtdm_Strength_5%,0.004239297591401001,0
original_glrlm_HighGrayLevelRunEmphasis_max,0.0038147439897653007,0
original_glszm_HighGrayLevelZoneEmphasis_max,0.0038147439897653007,0
original_firstorder_10Percentile_50%,0.0036100336475202287,0
original_glcm_DifferenceVariance_50%,0.0034918707716741345,0
original_gldm_DependenceNonUniformityNormalized_95%,0.0032593033048282307,0
original_gldm_LowGrayLevelEmphasis_50%,0.00284055831457972,0
original_firstorder_Range_50%,0.002400548928362866,0
original_firstorder_MeanAbsoluteDeviation_max,0.002295668347799212,0
original_glrlm_HighGrayLevelRunEmphasis_50%,0.0008732601770084863,0
original_glszm_HighGrayLevelZoneEmphasis_50%,0.00047694531494425773,0
original_firstorder_Entropy_50%,0.0004312453075843621,0
original_glcm_Correlation_min,0.0003348665594649824,0
original_ngtdm_Coarseness_50%,7.310726238987826e-05,0
diagnostics_Mask-original_VolumeNum_min,0.0,0
diagnostics_Image-original_Maximum_std,0.0,0
diagnostics_Mask-original_VolumeNum_95%,0.0,0
diagnostics_Mask-original_VolumeNum_50%,0.0,0
diagnostics_Image-original_Minimum_std,0.0,0
diagnostics_Mask-original_VolumeNum_5%,0.0,0
